327;BENZOLAC CL GEL 10G;OBAT KERAS;5;1;TUBE;40.500;
328;BEPANTHEN SALEP 5% 20G;OBAT KERAS;7;4;TUBE;74.444;
332;BEROTEC INHALER 100MCG 10ML;OBAT KERAS;;1;BTL;267.299;
333;BEROTEC LAR INH 0.1% 50ML;OBAT KERAS;4.4;1;BTL;369.000;
337;BETADINE OINT 2O GR;OBAT BEBAS;3.2;0;TUBE;36.069;
338;BETADINE SABUN ANTISEPTIK 100 ML;OBAT BEBAS;2.4;0;BTL;35.000;
339;BETADINE FEMINIM HYGINE 60ML;OBAT BEBAS;2.4;0;BTL;31.495;
340;BETADINE GARGLE (KECIL) 100ML;OBAT BEBAS;2.2;7;BTL;21.000;
341;BETADINE GARGLE ( BESAR) 190ML;OBAT BEBAS;2.2;8;BTL;35.500;
342;BETADINE OINT 10 GR;OBAT BEBAS;3.2;2;TUBE;24.000;
343;BETADINE OINT 5GR;OBAT BEBAS;3.2;0;TUBE;11.000;
344;BETADINE SABUN ANTISEPTIK 60 ML;OBAT BEBAS;2.4;0;BTL;25.500;
345;BETADINE SOLUTION 15ML;OBAT BEBAS;3.2;9;BTL;15.500;
347;BETADINE SOLUTION 30ML;OBAT BEBAS;3.2;5;BTL;26.406;
348;BETADINE SOLUTION 5ML;OBAT BEBAS;3.2;7;BTL;5.500;
349;GOTIK 5ML;OBAT BEBAS;3.2;0;BTL;4.500;
350;BETADINE SOLUTION 60ML;OBAT BEBAS;3.2;4;BTL;40.000;
352;BETADINE VAG DOUCHE (REFILL) 100ML;OBAT KERAS;4.5;2;BTL;72.461;
353;BETADINE VAG DOUCHE (REFILL) 225ML;OBAT KERAS;4.5;0;BTL;100.500;
354;BETADINE VAG DOUCHE+ALAT 100ML;OBAT KERAS;4.5;1;BTL;83.000;
356;BETAHISTIN 6MG GENERIK;OBAT KERAS;5;70;TAB;1.392;
3564;SANMOL FORTE SYRUP;OBAT BEBAS;;8;BTOL;36.000;
357;BETAMETASON 0.1% 5G;OBAT KERAS;7;3;TUBE;3.000;
363;BETASON CR 5 GR;OBAT KERAS;5;4;TUBE;12.500;
365;BETASON-N KRIM 5G;OBAT KERAS;5;1;TUBE;17.000;
36514;FIESTA GRAPE;ALKES;;0;BOX;10.560;
366;BEVALEX CR 5G;OBAT KERAS;5;4;TUBE;14.500;
376;BINTANG TUJUH PUYER;OBAT BEBAS;3.4;5;PCS;8.500;
381;BIO-ATP TAB @100;OBAT KERAS;5;0;TAB;2.700;
393;BIOGESIC 500MG @4;OBAT BEBAS;3.4;14;STRIP;2.524;
399;BIOLYSIN KIDS @30TAB ALL VARIANT;OBAT BEBAS;;16;BTL;19.000;
400;BIOLYSIN SYR 100ML;OBAT BEBAS;1.4;1;BTL;21.000;
401;BIOLYSIN SYR 60ML;OBAT BEBAS;;0;BTL;15.500;
402;BIOPLACENTON CR 15G;OBAT KERAS;5;23;TUBE;22.500;
410;BIOSKIN GEL;OBAT BEBAS;;2;TUBE;38.080;
416;BIOVISION TAB;OBAT BEBAS;7;0;STRIP;34.000;
422;BISOLVON BATUK & FLU 60ML;OBAT BEBAS;1.4;0;BTL;47.000;
425;BISOLVON EXTRA SIR 125ML;OBAT BEBAS;1.4;6;BTL;78.000;
426;BISOLVON EXTRA SIR 60ML;OBAT BEBAS;1.4;7;BTL;49.000;
427;BISOLVON LARUTAN 50 ML;OBAT BEBAS;1.4;1;BTL;102.000;
428;BISOLVON KIDS 4MG/5ML 125ML;OBAT BEBAS;1.5;0;BTL;61.000;
429;BISOLVON KIDS SIR 4MG/5ML 60ML;OBAT BEBAS;1.5;5;BTL;47.500;
431;BISOLVON TAB 8MG @100;OBAT BEBAS;3.4;9;STRIP;26.500;
432;BISOPROLOL TAB 5MG;OBAT KERAS;5;40;TAB;800;
435;BLOOD LANCET GEA @100;ALKES;;451;PCS;206;
436;BLOOD SET TERUMO;ALKES;;2;PCS;35.750;
440;BODREX EXTRA @4;OBAT BEBAS;3.4;12;STRIP;2.500;
441;BODREX FLU & BATUK TDK BERDAHAK @4;OBAT BEBAS;3.4;26;STRIP;2.500;
442;GABAPENTIN  300 MG CAPSUL;OBAT KERAS;;230;CAP;6.875;
443;BODREX FLU & BATUK BRDHK @4;OBAT BEBAS;3.4;0;STRIP;2.500;
444;SARI MENGKUDU PRIMA+JAHE;OBAT BEBAS; ;0;BTL;73.000;
445;BODREX MIGRA @4;OBAT BEBAS;3.4;19;STRIP;2.500;
446;BODREX BIASA BOX@2 STRIP;OBAT BEBAS;3.4;4;STRIP;4.500;
447;BODREXIN ANAK TAB BOX@18;OBAT BEBAS;7;5;STRIP;5.000;
448;BODREXIN F&B BERDAHAK PE SYR 56ML;OBAT BEBAS;1.5 ;9;BTL;12.000;
449;BODREXIN SYR DEMAM;OBAT BEBAS;1.5;0;BTL;11.000;
450;BODREXIN HERBAL BATUK SACHET;OBAT BEBAS;1.5;4;DUS;6.494;
4521;TEH HITAM;MINUMAN;;0;BGKS;25.000;
453;BORRAGINOL-N SUPP;OBAT KERAS;;2;SUPP;16.500;
454;BORRAGINOL-N OINT;OBAT KERAS;5;2;TUBE;98.000;
456;BORRAGINOL-S OINT;OBAT KERAS;;2;TUBE;145.500;
457;BORRAGINOL-S SUPP;OBAT KERAS;;0;SUPP;16.700;
4578;EPERISONE HYDROCHLORIDE;OBAT KERAS;;40;TAB;2.500;
460;BOTOL ASI KACA;ALKES;1.2;21;BTL;7.000;
461;BOTOL KACA 100ML;ALKES;;0;BTL;2.750;
463;BRAINACT 500 MG TAB @ 30;OBAT KERAS;5;20;TAB;17.500;
472;BRAXIDIN TAB;OBAT KERAS;LEMARI;0;TAB;1.086;
473;BREAST PUMP MAMI;ALKES;2.5;3;BTL;15.500;
474;BREATHY NASAL TETES HIDUNG 6.5MG/ML 30ML;OBAT BEBAS;;2;BTL;51.000;
476;BREAST PUMP MAMI WITH BOTTLE;ALKES;2.5;0;BOX;97.000;
477;BRENTAN OINT 5GR;OBAT KERAS;;0;TUBE;75.595;
478;BRICASMA TAB @ 100;OBAT KERAS;;0;TAB;2.967;
4789;WELLNESS VIT-E 400 WSOLUBLE(60) BANDED;OBAT;;0;BTL;337.500;
486;BUFECT FORTE SUSP 200MG/5ML 60ML;OBAT KERAS;;0;BTL;26.600;
487;BUFECT SUSP 100MG/5ML 60ML;OBAT KERAS;1.5;0;BTL;21.500;
4879;PREDNISONE 5MG;OBAT;;980;TAB;340;
489;BUNGKUS PUYER;OBAT KERAS;;390;BKS;275;
493;BUSCOPAN PLUS TAB;OBAT KERAS;5;0;TAB;5.567;
494;BUSCOPAN TAB 10MG;OBAT KERAS;5;56;TAB;4.500;
496;BYE BYE FEVER ANAK;OBAT BEBAS;3.2;10;PCS;12.000;
497;BYE BYE FEVER BAYI;OBAT BEBAS;3.2;53;PCS;9.000;
498;BODREXIN F&B TDK BERDAHAK PE SYR 56ML;OBAT BEBAS;;8;BTL;12.000;
502;CALADIN POWDER 100 GR;OBAT BEBAS;2.7;2;BTL;17.463;
504;CALADINE LOTION 60ML;OBAT BEBAS;2.7;6;BTL;17.500;
505;CALADINE LOTION 95ML;OBAT BEBAS;2.7;4;BTL;24.000;
507;CALADINE POWDER 60GR;OBAT BEBAS;2.7;2;BTL;13.000;
5143;KARET;MAKANAN;;0;PCS;4.200;
515;CALLUSOL 10ML;OBAT BEBAS;3.2;5;BTL;36.500;
519;ASMEF 500 MG TAB;OBAT KERAS;5;0;STRIP;3.500;
524;AJINOMOTO;MAKANAN;;0;BGKS;5.000;
527;CANDESARTAN 16MG@ 30;OBAT KERAS;5;35;TAB;9.500;
528;CANDESARTAN 8MG @ 30;OBAT KERAS;5;140;TAB;7.150;
530;NIZORAL CREAM 15G;OBAT BEBAS;7;2;TUBE;144.748;
532;CANESTEN KRIM 1 % 5GR;OBAT BEBAS;7;2;TUBE;25.543;
533;CANESTEN KRIM 1% 10G;OBAT BEBAS;7;0;TUBE;37.900;
536;KAKAK TUA OBAT SAKIT GIGI;OBAT BEBAS;3.6;22;BTL;12.200;
543;RENADINAC 50 MG;OBAT KERAS;8;310;TAB;700;
5468;MINYAK SATE;MAKANAN;;0;BGKS;40.000;
5478;BIOLYSIN KIDS VEGGIE FRUIT 100 ML;OBAT BEBAS;;0;BTL;26.875;
548;CARDIO ASPIRIN TAB 100MG;OBAT KERAS;5;30;TAB;2.100;
548454;MASKER TALI/KARET SENSI;ALKES;;244;PCS;;
5487;CENDO TIMOL 0.5 MD;OBAT KERAS;;0;STRIP;37.500;
54987;FOLAMIL GENIO @30;OBAT BEBAS;;6;BTL;155.000;
550;CARMED 10% 40G;OBAT BEBAS;;1;TUBE;39.875;
559;CATAFLAM TAB 25MG;OBAT KERAS;4.1;61;TAB;5.000;
560;CATAFLAM TAB 50MG;OBAT KERAS;4.1;310;TAB;8.000;
563;CAVIT D3 TAB;OBAT BEBAS;5;50;TAB;2.584;
564;CDR EFF @10;OBAT BEBAS;4.6;1;TUBE;50.957;
56487;MYLANTA CHEW & MELTS MINT;OBAT BEBAS;;0;PCS;9.000;
565;CDR EFF @15;OBAT BEBAS;4.6;2;TUBE;65.000;
566;CDR FORTOS TAB EFF @10;OBAT BEBAS;4.6;1;TUBE;46.000;
570;CEDOCARD TAB 10MG @60;OBAT KERAS;5;30;TAB;2.100;
572;CEDOCARD TAB 5MG @60;OBAT KERAS;5;220;TAB;1.500;
573;CEFADROXIL 500MG @50;OBAT KERAS;5;255;CAP;1.600;
574;CEFADROXIL DS 125MG/60 ML;OBAT KERAS;8;4;BTL;14.300;
575;CEFADROXIL SYR 250MG;OBAT KERAS;8;5;BTL;25.000;
578;CEFAT 250 @ 100;OBAT KERAS;;0;TAB;6.500;
00579M;CEFAT 500MG @ 100;OBAT KERAS;5;0;CAP;13.500;
580;CEFAT DRY SYR 60ML;OBAT KERAS;;3;BTL;63.118;
581;CEFAT FORTE DS 250 MG;OBAT KERAS;;3;BTL;103.000;
582;CEFIXIME 100MG GENERIK;OBAT KERAS;5;190;CAP;3.520;
583;CEFIXIME 200MG GENERIK;OBAT KERAS;5;213;CAP;5.600;
584;CEFIXIME SIR 100MG/5ML 30ML GHEX;OBAT KERAS;8;7;BTL;48.150;
585;CEFSPAN 100MG @ 30;OBAT KERAS;;32;TAB;31.745;
586;CEFSPAN 200MG @ 10;OBAT KERAS;;0;TAB;38.500;
587;CEFSPAN SYR 100MG/30 ML;OBAT KERAS;8;0;BTL;137.500;
595;CELANA KHITAN UK L;OBAT BEBAS;1.2;8;PCS;30.000;
596;CELANA KHITAN UK M;OBAT BEBAS;1.2;4;PCS;31.625;
597;CELANA KHITAN UK S;OBAT BEBAS;1.2;0;PCS;34.375;
598;CELANA KHITAN UK XL;OBAT BEBAS;1.2;3;PCS;34.375;
599;CELEBREX KAPS 100MG;OBAT KERAS;5;0;TAB;15.124;
600;CELEBREX KAPS 200MG;OBAT KERAS;5;0;TAB;17.881;
601;CELESTAMINE SYR 30ML;OBAT KERAS;8;0;BTL;51.874;
602;CELESTAMINE SYR 60ML;OBAT KERAS;;0;BTL;88.643;
603;CELESTAMINE TAB @ 30;OBAT KERAS;5;29;TAB;5.300;
607;CENDO ASTHENOF MD;OBAT KERAS;4.3;0;BTL;26.250;
612;CENDO CATARLENT 15ML;OBAT KERAS;4.3;4;BTL;43.000;
613;CENDO CATARLENT E.D 5ML;OBAT KERAS;;0;BTL;31.109;
614;CENDO CATARLENT MD;OBAT KERAS;4.3;0;STR;27.500;
615;CENDO CENFRESH ED 5ML;OBAT KERAS;4.3;3;BTL;48.000;
616;CENDO CENFRESH MD;OBAT KERAS;4.3;2;BTL;31.600;
617;CENDO EYEFRESH MD;OBAT KERAS;4.3;1;STR;33.660;
618;CENDO EYEFRESH ED 5ML;OBAT KERAS;4.3;2;BTL;43.672;
619;CENDO EYEFRESH PLUS MD;OBAT KERAS;4.3;2;STR;51.000;
621;CENDO FENICOL 0,25% ED;OBAT KERAS;kulkas;3;BTL;37.402;
622;CENDO FENICOL 0.5% 5ML ED;OBAT KERAS;kulkas;3;BTL;48.630;
623;CENDO FENICOL 0.5% MD;OBAT KERAS;KULKAS;0;STR;24.063;
624;CENDO FENICOL EO 3.5 GRAM;OBAT KERAS;;2;TUBE;33.100;
625;CENDO FLOXA ED 5 ML;OBAT KERAS;4.5;2;BTL;41.973;
626;CENDO FLOXA MD;OBAT KERAS;4.3;2;STRP;37.000;
627;CENDO GENTA 0.3% 5ML;OBAT KERAS;4.3;2;BTL;44.200;
628;CENDO GENTA (SALEP) EO 0.3% 3.5 GR;OBAT KERAS;4.3;2;TUBE;50.000;
629;CENDO GIFLOX MD;OBAT KERAS;4.3;0;STRIP;130.827;
630;CENDO GLAOPEN MD 0.6ML;OBAT KERAS;4.3;0;STR;112.813;
631;CENDO HYALUB ED 5 ML;OBAT KERAS;4.3;0;BTL;73.219;
632;CENDO HYALUB MD;OBAT KERAS;4.3;3;STR;86.213;
633;CENDO LENTIKULAR ED 5ML;OBAT KERAS;4.3;0;BTL;35.938;
634;CENDO LENTIKULAR MD;OBAT KERAS;4.3;0;BTL;35.938;
635;CENDO LFX MD;OBAT KERAS;4.3;1;STRIP;95.500;
636;CENDO LYTEERS MD;OBAT KERAS;4.3;3;STR;26.954;
637;CENDO LYTEERS ED;OBAT KERAS;4.3;1;BTL;30.938;
640;CENDO NONCORT 5ML;OBAT KERAS;4.2;1;BTL;48.000;
641;CENDO NONCORT MD;OBAT KERAS;4.2;2;STRIP;54.600;
642;CENDO OCULENTA E.O 5G;OBAT KERAS;4.2;0;TUBE;79.843;
643;CENDO OPTHALGON ED 5 ML;OBAT KERAS;;0;BTL;15.125;
6457;MADU MURNI NUSANTARA 650ML;OBAT BEBAS;;0;BTL;130.000;
647;CENDO POLYDEX ED;OBAT KERAS;;0;BTL;54.000;
648;CENDO POLYDEX MD;OBAT KERAS;;2;BTL;40.000;
649;CENDO POLYGRAN E.D 5ML;OBAT KERAS;;0;BTL;43.484;
654;CENDO PROTAGENTA MD;OBAT KERAS;4.2;2;STRIP;49.500;
65487;MADU NUSANTARA 650ML;OBAT BEBAS;;0;BTL;157.500;
655;CENDO SILOXAN E.D 5ML;OBAT KERAS;4.2;0;BTL;70.000;
657;CENDO STATROL ED 5ML;OBAT KERAS;4.2;1;BTL;25.094;
660;CENDO TIMOL 0.25% MD;OBAT KERAS;4.2;0;PCS;22.913;
661;CENDO TIMOL 0.5% ED 5 ML;OBAT KERAS;4.2;1;BTL;68.283;
664;CENDO TOBROSON E.D 5ML;OBAT KERAS;4.2;2;BTL;63.594;
665;CENDO TOBROSON MD;OBAT KERAS;4.2;2;STR;42.533;
667;CENDO TROPIN 0.5% 5ML;OBAT KERAS;;0;BTL;15.469;
669;CENDO VASACON-A 15ML;OBAT KERAS;4.2;0;BTL;27.969;
671;CENDO VISION ED;OBAT KERAS;;0;BTL;27.328;
672;CENDO VITANORM;OBAT KERAS;;0;TAB;4.166;
673;CENDO VITROLENTA E.D 5ML;OBAT KERAS;4.2;0;BTL;40.938;
674;FITBES FORCE KAPLET;OBAT KERAS;;0;STR;22.000;
